value,count
بارزشونه,2
عیاره,2
تخت,2
رایتل,2
سریعترینه,1
فلزیا,1
مونتاژ,1
باحساسیت4,1
سامسونگj5,1
باحساسیت12,1
89,1
mark,1
continuum,1
s7=85,1
sleep,1
سیزده,1
میرسوندم,1
مینوسیم,1
روخریدم,1
nfsنداره,1
کیبوردشه,1
دربارش,1
htc10=75,1
انصافن,1
اینارو,1
بعدى,1
1800لایته,1
85,1
رقابتی,1
Lumia,1
میار,1
pixle,1
بگذارند,1
تونین,1
ابدأ,1
عبث,1
لاین,1
جی5بخرید,1
ac,1
شارش,1
گنی,1
3جی,1
علادین,1
به2,1
g5=100,1
خصوصا4k,1
رایگانن,1
متنوعه,1
بلندی,1
هدفونش,1
و‌‌‌,1
تاج,1
ادعاست,1
265میخوام,1
وجهه,1
bank,1
افتش,1
دیجیکال,1
4باشه,1
میاردتون,1
بهترشده,1
نترسند,1
up,1
تحریمه,1
میزدمش,1
فشاریه,1
ریسکه,1
باکیفیتی,1
دارانه,1
العادیت,1
شامپایینی,1
ترسناکه,1
اعتمادی,1
usb114,1
میشنوی,1
good,1
اوه,1
z4,1
7‌,1
y6pro,1
9مگاپیکسل,1
ج,1
90,1
پرایمشوبگیرین,1
ملایمه,1
دارهه,1
بخود,1
بدههههه,1
فوتبال,1
نصبیدم,1
خواب,1
نشستی,1
گیراورد,1
ازاد,1
ادرنو,1
هدفمنده,1
برندموتورولاروخریده,1
میخواهید,1
نفر,1
لومیا950,1
گرماست,1
یغور,1
نرسیدم,1
وحشتناکه,1
نمیدادی,1
بفروشیش,1
821,1
اجسام,1
فهمم,1
موتورولاروخریده,1
مجزاس,1
یونی,1
وسوخت,1
نرافزار,1
خوشقیمت,1
می‌یابد,1
عمیق‌نیستن,1
شذه,1
ذینفعن,1
تعریفه,1
داشن,1
جنس,1
8سامسونگ,1
مشهریه,1
نمیپسندم,1
ress,1
عاشقشونم,1
htcdev,1
ارزونترن,1
منطقیست,1
میپرسم,1
بخصوص,1
بپردازیم,1
ارتروز,1
بازارِ,1
بدهم,1
کنسن,1
تخصصشه,1
4سی,1
پریمیر,1
ورند,1
3dmax,1
HTC✔,1
رو0باشه,1
نیار,1
تبلیغاتش,1
مسلمه,1
a5و,1
نمیپره,1
اولی,1
میلیمتری,1
داه,1
lgk10,1
عاااااااااااالیه,1
تفریح,1
شلوار,1
بندازینش,1
throttling,1
خیلیییییی,1
6splus,1
سدام,1
تن,1
میترسیدم,1
یکطرف,1
چشید,1
بصرفه,1
64g,1
gaming,1
بر‌میداره,1
میلی,1
مغازه,1
نوپاست,1
g4ــه,1
otgهست,1
داشم,1
کاربراتون,1
بهاش,1
همراهه,1
پلاسه,1
بودت,1
اچدیه,1
نمی‌آید,1
چیزتمام,1
بینیه,1
بفرده,1
آیفونها,1
=,1
نبینم,1
مدلy6proهست,1
5مگاپیکسله,1
30دقیقه40درصد,1
😂😂😂,1
ماجرا,1
افزاراش,1
4ه,1
تجملات,1
صد,1
همینجوری,1
جونتان,1
نذاشته‌,1
اینصورته,1
ضررنمیکنید,1
Dash,1
سرعتی,1
میفتیم,1
PC,1
معموله,1
آسفالت8وn,1
فورجی,1
42000آورد,1
زنگ,1
الاده,1
قبولهِ,1
34000,1
واع,1
بفروشیم,1
ایشالا,1
جوریاس,1
دند,1
اووردی,1
ننمایید,1
طرفداری,1
s7بالاتره,1
میتونه,1
mkx,1
سکیوریتی,1
معتبریه,1
ارزومه,1
اوووووففففففف,1
بهترمیشه,1
هاردو,1
ضخامت,1
میپیچونن,1
کاربراست,1
میپسندند,1
روح,1
موتورولاس,1
قرارمیده,1
78,1
بیتیه,1
شناختی,1
موجهیه,1
غلط,1
خوریم,1
پیروزباشید,1
اوکی,1
نخراشیدست,1
ocean,1
لولند,1
شاهکارکرد,1
قیمتشون,1
Backlight,1
میله,1
j7بهتره,1
تیوب,1
هیولاااااااااا,1
برندم,1
دزدینش,1
میدادمش,1
وبرندمعتبر,1
جزاب,1
p8lite1,1
4000,1
MGX72,1
وکیفیت,1
فروختمشون,1
قویترن,1
روند,1
بقییه,1
موردونزده,1
میآوردند,1
موزیکم,1
ضفش,1
شنویم,1
فتوشاپ,1
هموطنانم,1
گیتار,1
تازست,1
ابری,1
تاچشه,1
تروم,1
نوبت,1
خواهشاااااا,1
نمایگشر,1
فرکانس1,1
دیبا,1
کرقیمت,1
حسگنر,1
یدونه,1
نخوندین,1
افراده,1
شاهاره,1
ایمو,1
فونه,1
Farjam,1
lenovo,1
نچشیده,1
بدگویی,1
پیششون,1
کارآیی,1
تاست,1
بگونجونم,1
پردازندست,1
س10,1
وحشتناکش,1
فردا,1
نگاه,1
نبودبما,1
دکمشو,1
میشنیدم,1
مینداره,1
جوشی,1
بدافزاری,1
ویروسی,1
کتابها,1
افزایش,1
تاخیری,1
best,1
ok,1
نپردازم,1
انگیر,1
عاقلانه‌ست,1
پاوربانکش,1
جوایز,1
سامسونگمه,1
لپتاپی,1
50درصد,1
دیدین,1
می‌داره,1
گلکسی7,1
LINK,1
توقعن,1
ندارنش,1
سی7,1
دیگرو,1
موبایلم,1
ماژول,1
وشیکه,1
مارشمالو,1
گوریلا,1
فووووقالعاده,1
ثابته,1
کادوه,1
سازید,1
آماتور,1
جنسش,1
بخشیدنه,1
هسن,1
قشنگی,1
نیز,1
خطها,1
وای600,1
Battery,1
Resolution,1
16G,1
flash,1
Camera,1
نیازمونه,1
میخنده,1
پیشتر,1
پی9جگ,1
خریدیش,1
Rom,1
نمی‌شوید,1
نمی‌گم,1
تعصبه,1
GHz,1
نمی‌کند,1
54,1
ببریدش,1
داریمممم,1
تابو,1
هم‌داره,1
شاعومی,1
تاریخ,1
آنچه,1
و‌رضایتتون,1
Performance,1
چ,1
بشکونین,1
بدهیم,1
نمکنه,1
وسونی,1
نورکم,1
درکه,1
فرکانسش,1
اونها,1
آسفالتو,1
zen,1
گرونترن,1
کارآموزی,1
sdو,1
می‌آیند,1
می‌آورند,1
دیدش,1
سنی,1
مشهود,1
آیندتونید,1
ترسونه,1
حسگراثرانگشته,1
درخواست,1
32G,1
بازد,1
Edge,1
میگرن,1
شیائومیه,1
antutu,1
گین,1
برثانیه,1
گمنامه,1
زیبایه,1
میخوایین,1
428,1
بسوزونین,1
کشونده,1
iOS,1
ریسک,1
V8,1
مخابرات,1
برآمد,1
امتیازشه,1
میخونی,1
الجیم,1
بگیریش,1
m8,1
قبولند,1
گفتین,1
ارزشمندتون,1
برداشتین,1
i,1
نمیارین‌,1
نشوتم,1
110هزار,1
خریدنه,1
مرسییییی,1
113679,1
مرس,1
حرارته,1
نگذشته,1
64گیگ,1
گلوبال,1
سات,1
10000م,1
ساختیه,1
همیناس,1
بخواین,1
honor5x,1
رسوندش,1
بسیارقدرتمند,1
تفاوتشونه,1
فوقلعاده,1
نازت,1
بویژه,1
خواهدکرد,1
فشارست,1
injustice,1
ایرانم,1
عظیمه,1
بخرم‌ش,1
آقا,1
جهااااااااان,1
اشباه,1
سونیxa,1
مدرسه,1
bild150,1
اومدنشیییممممم,1
کشم,1
شارژرP9,1
میکنمش,1
پرخطاست,1
راست,1
بچشن,1
جدیدی,1
htcنمیرسه,1
hisuite,1
انلاین,1
مشوند,1
اسان,1
ازخریدم,1
32بیتی,1
edgeداره,1
چت,1
زارن,1
فوقلعادست,1
وجی5,1
میفرستم,1
ااندروید5,1
کلاسیکه,1
بروئه,1
چندان,1
فایلاشونو,1
apps,1
فعالن,1
واتساپ,1
اندازن,1
عاایه,1
hotspote,1
98درصده,1
چهارم,1
مقبوله,1
پیامک,1
آسفالت8,1
511داشتم,1
خریدارم,1
شبخوره,1
FLY,1
گذارشته,1
فندک,1
سلاما,1
پژوهشگر,1
لینکارو,1
گناهه,1
قیمتاشه,1
منفجر,1
پایینترش,1
اینفراد,1
می‌گیرند,1
جاییه,1
فروشن,1
J1,1
بپرسم,1
نامناسب,1
قائلم,1
HTC10نیست,1
آشغال,1
هع,1
بتلاتره,1
liteهست,1
c4,1
shotX,1
سرکاریم,1
میرزن,1
موندیم,1
بگذار,1
بیمظیره,1
otgهستش,1
p9lite,1
مظلومه,1
otgنمیخوره,1
خواهرم,1
سالیه,1
رسینگ3,1
کوچکه,1
پیدانمیکنن,1
اونطوریه,1
y6داشتم,1
بیشتزه,1
سام,1
سامسونگند,1
tplink,1
راهشه,1
بژه,1
کشورمون,1
کرین,1
liteبزاره,1
50000,1
بندارزه,1
نمابشگرش,1
اسفالتو,1
نوتیکیشن,1
شبه,1
برنامست,1
مرورگری,1
M370X,1
880,1
بامنه,1
تشکرm,1
دونی,1
روبه,1
پی8,1
پرباره,1
وتحقیق,1
جی7بگیرم,1
مجددش,1
ّ,1
بپرسه,1
مختصر,1
عاشقشممم,1
نمیترکن,1
1روز,1
over3,1
کانتر,1
آهنگ,1
MB,1
میایم,1
Imac,1
مثلg8,1
فهمیدیدن,1
SPECIAL,1
و‌سبک,1
p8اصلی,1
باهاشون‌,1
نمیخواید,1
LOCATION,1
بُعدی,1
العاده‌اس,1
زنندس,1
انتخاباست,1
قایلند,1
بسیارخوبیه,1
ازj7,1
حدود,1
میخوند,1
اینستا,1
گیگشه,1
کریستالش,1
بکلایتِ,1
پرداختیست,1
point,1
قیافش,1
بندازیه,1
حاشیه,1
دارمشون,1
سی5,1
علاالدین,1
شارژداشت,1
خاصم,1
نظرتون,1
scirinنمیخون,1
نوت3,1
مشکبه,1
اشِ,1
شیامی,1
هووای,1
سادس,1
برسونند,1
نشنوید,1
امااااااااااااااا,1
نمیخورید,1
عکساشه,1
موارده,1
s7داره,1
باوفا,1
4gخوب,1
شش,1
بینشون,1
مینویسین,1
بخشیدن,1
soc,1
😊,1
ظاهریش,1
نمیکردی,1
پنل,1
مخ,1
قایلی,1
بزرگوارم,1
دیگره,1
میزده,1
انگلستان,1
نمییییکنه,1
هستِ,1
10هست,1
می‌زند,1
بگیربد,1
انتظاراتم,1
میگره,1
عاااااااالی,1
Antutu,1
خخخخخخ,1
ضرافت,1
خرابیه,1
تاچویز,1
درمیارن,1
مابقی,1
سلفیش8,1
چهـــــــار,1
ویگاس,1
10بگیرن,1
جمهوری,1
دقیقا5روزرومیره,1
تراکتور,1
mini,1
بقیس,1
راضیترم,1
دلرم,1
مثلا{,1
شرمندم,1
نمایندگیه,1
واقع,1
استاندارده,1
92,1
چیزش,1
97,1
دودقیقه,1
mobile,1
لازمم,1
شهرستانم,1
ندارتش,1
دوساله,1
برهمگی,1
5بار,1
NOTE5,1
خوردیم,1
سیستم‌عامل,1
تلفنی,1
نماند,1
خط,1
بازیا,1
Glass3,1
اعصاب,1
cover,1
manegment,1
پشیمونیه,1
ایلام,1
reject,1
توجهه,1
تاییده,1
میسنجید,1
چیپست,1
پولشه,1
باند,1
otgدارن,1
یرداشت,1
اطرافیانی,1
13و5,1
مصیبته,1
توبازین,1
دراومده,1
سفتن,1
اوج,1
ابیلیتی,1
ستینگ,1
نییت,1
دومی,1
خفنیه,1
گیر,1
دستشون,1
میگیرفتن,1
کرده‌,1
نکشیدم,1
باعث,1
سعید,1
قویهه,1
ناراضین,1
لینکه,1
می‍‍‌ارزه,1
پوشید,1
combat5و,1
سیپیو1,1
تعمیره,1
خواااااهشا,1
جی7پرایم,1
وسامسونگ,1
میگشت,1
اصیل,1
حضوری,1
وخریداری,1
دوستتون,1
سرکاریه,1
عشقمه,1
میزنیا,1
یوتوپ,1
بمونین,1
اکلیریه,1
tp,1
SD,1
برچسب,1
labeling,1
بهترین‌نیست,1
پردازم,1
GLX,1
پارت,1
آرام,1
خوده,1
نخریدی,1
خودتونید,1
سختی,1
نمونید,1
لنزه,1
ماشین,1
بپسندین,1
چپه,1
ضرر,1
internet,1
apnجدید,1
مکالمات,1
کال,1
پی9بندازید,1
کردپ,1
همزمانه,1
64663,1
میمونید,1
روونتره,1
عصابه,1
ناراضیه,1
واتساب,1
بسیاربالاست,1
اوردید,1
نشنیدید,1
وقدرتمند,1
حیبش,1
خوابوند,1
ناظمی,1
ساند,1
Blaster,1
شدنیه,1
خدماتش,1
3D,1
رمش,1
اپلمون,1
وEنمیشه,1
بشناسمش,1
میگردبن,1
گرفتیش,1
بذارند,1
حتمادبخریش,1
عاااالین,1
میپسندیدم,1
کارآمدی,1
مشکیست,1
نزاد,1
ببخریمش,1
6امده,1
بنش,1
حسابم,1
شیکن,1
ZU680KL,1
186,1
ازشما,1
صاحب,1
نمیاید,1
کریستالیش,1
نمیزند,1
قوطیش,1
نقره‌ای,1
پیداکرد,1
رنگیه,1
plusنداره,1
72,1
پشت‌,1
سیامک,1
میبره}},1
نخورم,1
خریدارن,1
خشی,1
موجودنمیکنین,1
آویرا,1
پیشگامان,1
پکیج,1
AMD,1
پک,1
بنفششم,1
پیداکنم,1
کریستالی,1
میشناختم,1
وناظرمحترم,1
لطفـــــــا,1
توووووو,1
خواهشااااااا,1
نبودهمراهش,1
موجودکنه,1
beni,1
بریم,1
گیفشو,1
دورببن,1
تولیدکرد,1
مامنتظریم,1
تعجب,1
گازی,1
میکنسد,1
علیکم,1
دما,1
اسپید,1
بسیار‌خوبیه,1
CPU=2,1
گوشی0,1
نسخه5,1
شهریور,1
650,1
امکاناتم,1
مرددن,1
نگرفتند,1
بررسیه,1
کمبت5,1
بانوانه,1
اثرانگشت,1
سردرگمی,1
جلوش8,1
صفحش5,1
C7,1
فلانه,1
عادلانس,1
بدنبالشن,1
میجنبی,1
گفتنش,1
کبفیت,1
پراید,1
فراری,1
نندازم,1
نزول,1
gpu,1
ندینش,1
درگیرشم,1
قوتره,1
همینم,1
حاشیست,1
مشتریانشه,1
ایپده,1
آمریکتیی,1
مردس,1
edittion,1
قزوین,1
بخوری,1
اشکال,1
نیزنه,1
صداش=عالی,1
داخلی=32GB,1
باتریش=عالی4100,1
تصویرخوب,1
اینفرارد,1
شاهکارشو,1
کننده‌ست,1
سبک‌تره,1
همسرم,1
وزیری,1
65000,1
کالاس,1
نتونستم,1
قبلیاست,1
آیه,1
خریدارشن,1
510,1
داخلیشه,1
ایستاده,1
وبزرگه,1
تبدیل,1
Handset,1
95000,1
هواویی,1
افتادنش,1
زنفون,1
گلاس,1
4100,1
خاکستریه,1
نذاشتند,1
چرخه,1
میشنوم,1
950xl,1
کارمیدن,1
باشیش,1
وتا,1
موبایلو,1
احترامند,1
حالتی,1
هفتست,1
پسندید,1
4‌G,1
iPhone,1
دوستداشتنیه,1
تومانی,1
flat,1
thunderbolt3,1
سوپرامولد,1
کارنکردم,1
لغزندس,1
نمیرفت,1
هماهنگه,1
نپرس,1
نپسندیدم,1
مجموعه,1
64گیگابایتی,1
سازم,1
کارها,1
کارو,1
suam,1
مصاحبه,1
میطلبن,1
الکترونیکس,1
رنگارنگش,1
96,1
واژس,1
365,1
میآید,1
overall,1
سنگینی,1
OLUFSEN,1
تولی,1
وسایل,1
100میشه,1
2500میداد,1
quality,1
ب,1
بهترینی,1
جایگزینی,1
قرارداره,1
وایفای,1
FI,1
هوشم»,1
وخرید,1
نمکنم,1
کوچکتر,1
s7edge,1
نیازهاتون,1
6هس,1
انداختنه,1
نمیخوای,1
mate9,1
5روز,1
نبردمش,1
اتوماتیکه,1
اصلاحه,1
کنیدش,1
اسست,1
می‌شن,1
مو,1
وطنیه,1
یاV30,1
وخریدم,1
دردبخوره,1
رشت,1
گوگل»,1
اونده,1
بدرخشید,1
افتخاریه,1
نمیبینند,1
کارتون,1
باتریست,1
دوبار,1
خوشی,1
ترابایته,1
انجین,1
استودیو,1
برنگردی,1
on,1
یونیتی,1
ایج,1
سا,1
ازعزیزان,1
خاصیتشه,1
اهم,1
دَک,1
اولماز,1
بگیرتش,1
بردمش,1
نمیمونین,1
افکت,1
نویزه,1
کیفته,1
پرستاره,1
ندند,1
نمیسازه,1
مسلما,1
پرچم,1
یخری,1
پرشده,1
sd820,1
ای5,1
چیزیکه,1
داداشم,1
کوچیکش,1
ندراه,1
مزیتاشه,1
محکمش,1
16نیست,1
چشماتون,1
وباکیفیت,1
A8,1
رحمه,1
دونید,1
نسوزه,1
فدوختم,1
باشیت😉,1
میداشتی,1
اتوکدو,1
بند,1
بجاشa5میخرید,1
هشدارها,1
باسه,1
محافظت,1
نمیبرم,1
میکردماا,1
بدردمیخوره,1
شاتر,1
تبدیلی,1
خریدارهاش,1
شناسه,1
شدیدا,1
نیفروشند,1
میشکند,1
2017بهتره,1
بارانی,1
گرافیکGtx950,1
CHINA,1
عبارت,1
رام4دارند,1
بزارند,1
شاخیه,1
نیمد,1
یخریم,1
یابه,1
انتخابشون,1
قوییه,1
می5بهتره,1
شارژینگش,1
بخشیه,1
نرو,1
ethernet,1
خیره,1
هماهنگی,1
بنظر,1
وضعیه,1
همراهم,1
پشتتونن,1
ماهم,1
بگذارن,1
عکسهاشه,1
پبشین,1
516,1
برندا,1
سردتره,1
وجدانا,1
لعنتی,1
پیچیدگی,1
گردن,1
جلسه,1
برجستشه,1
N501,1
امروزی,1
راضییترم,1
گردوغبار,1
شهرستانا,1
ندارن‌,1
پیشنهادخریدمیدم,1
چرم,1
زبان,1
لپتاپو,1
اندازهه,1
فرمودین,1
اونی,1
اللبته,1
میخرد,1
هاردشه,1
شاالله,1
گرانقیمت,1
nfcداره,1
نریزین,1
روحه,1
28,1
3980,1
تاریکیه,1
ممنون💜,1
کور,1
مهندسی,1
سوزه,1
کوبم,1
میدمش,1
فلانا,1
زنبوک,1
درک‌کنم,1
50تومن,1
ایفون6نداره,1
اطمینان,1
اشنام,1
تکنولوژیو,1
عقلانی,1
Orange,1
آنها,1
پائینه,1
مختار,1
سیب,1
کنى,1
لنگه,1
تاییش,1
thanks,1
مارکش,1
جنسشه,1
میزاری,1
همراهتون,1
قابل,1
drive,1
‌3,1
نداخت,1
نفروختمش,1
نزنی,1
شوخیه,1
قطعات,1
جادوگریه,1
ایجوریه,1
خردیمش,1
تلقی,1
بکننین,1
ارسال,1
فری,1
چیزاعالیه,1
1320,1
آیتیونز,1
امیدوارم,1
DLNA,1
UPNP,1
افیس,1
خریداران,1
اضافى,1
کمى,1
آفیس,1
لپتاب,1
نبسته,1
documents,1
یوتوب,1
فناوریه,1
کیف,1
دنیاااااااس,1
گوشییش,1
آسمون,1
بووووم,1
میرسیم,1
بعضیاشون,1
ربودن,1
نماییه,1
وسربلندباشید,1
نیامدم,1
میزنیم,1
دانلودapp,1
128Gb,1
ولاغیر,1
940mx,1
ماهی,1
بیزارم,1
پوشه,1
نسل5و4,1
عقلانیست,1
مجبورت,1
ایتونز,1
خوبیع,1
روببرید,1
کیلو,1
نوبرشه,1
یادتونه,1
اجباری,1
پوشوند,1
6splusداشتم,1
دوستانباتر,1
میرسین,1
کارنکرده,1
شخصه,1
رباست,1
برداششتم,1
اجراکردم,1
ندونن,1
رونه,1
خردم,1
کنون,1
بروم,1
بنچمارک,1
ازره,1
چسباندند,1
قبلیمه,1
ترکانده,1
متحرکن,1
عدد,1
میام,1
انشاله,1
کردنشون,1
آخرش,1
ترش,1
می‌کنی,1
گلدلبت,1
ص,1
شنوید,1
شدنی,1
خوشمزست,1
اونومتمایزمیکنه,1
انگلیسی,1
فرقشه,1
الانه,1
گذاشتنش,1
پیروزی,1
دوریینش,1
9پروهستم,1
می‌سازه,1
خرما,1
نقاط,1
صفحشه,1
پورتهاست,1
البومه,1
زیبوک,1
زیباسته,1
راضییییییییم,1
ابعدا,1
دومن,1
می‌ارزید,1
نگذارید,1
نمیبینین,1
بدیل,1
ویاورتان,1
رانداره,1
نهntfs,1
سپاس‌گزارم,1
کندتره,1
مثبتی,1
میدانند,1
مدیاتک,1
برسونه,1
تظیره,1
تلوزیون,1
51,1
مستطیله,1
اودیوفایله,1
کا10,1
اپلیکیشنم,1
انروید5,1
نری,1
توجعبش,1
بردیه,1
باعزت,1
primeبهتره,1
نداشتنشون,1
یرخورداره,1
leeco,1
7plus,1
6x,1
honor,1
ایییین,1
نزنند,1
پاشه,1
فقد,1
نخریدنش,1
محشرن,1
گوشیاش,1
یزره,1
Soltani,1
پایینشه,1
Prime,1
آ9,1
بخورید,1
و665,1
کارته»,1
والجی,1
نامحسوس,1
نشدین,1
377,1
پایینهه,1
دنیایی,1
9خریدی,1
اونم,1
گژاشتید,1
بازیگران,1
هواویم,1
835,1
دارندمیان,1
میشناسنش,1
جورن,1
گانه,1
برخیزیم,1
رابچرخانی,1
آپل,1
F2,1
رفع,1
ترازن,1
بگویرید,1
نقطه,1
قویترش,1
دراشتباهن,1
کلود,1
بازاراست,1
بالامیرفت,1
وشیک,1
مدلهاست,1
برگردونی,1
رسونده,1
دیگن,1
مقدار,1
gt,1
پوله,1
افزایشه,1
ببیرین,1
میکنهـ,1
دروغی,1
میچرخونه,1
lock,1
نمیدونه,1
میگرفتید,1
همراهش,1
خوبببببه,1
ارئه,1
میسوزونی,1
کولینگشه,1
دکستاپه,1
کولینگ,1
بخوای,1
صبر,1
Gaming,1
980,1
سنگینیه,1
شمار‌میرود,1
980m,1
نگشتم,1
اتوکد,1
بشکن,1
برادریم,1
استرس,1
لیک,1
حالتیه,1
میذارند,1
کوپر,1
چیزه,1
خودانی,1
دیوانگی,1
یکزمان,1
بربیاد,1
کولرهه,1
portabilityعه,1
دیوانگیه,1
انیمشن,1
زندگیم,1
برایپم,1
بلنگه,1
گیمرا,1
خوف,1
ببند,1
نمیونه,1
M330,1
خودتان,1
VW,1
1ترابایت,1
مانیتورش,1
صفحشون,1
مانیتوره,1
مزایاشه,1
وعمران,1
6500U,1
ماوس,1
فنش,1
پرتابل,1
بایوس,1
نمیشند,1
جداسازی,1
گذاشتیم,1
960,1
اولم,1
thread,1
فنشه,1
نشدند,1
توجیهه,1
نمیگنجه,1
العااادست,1
بنویسیم,1
سنگه,1
قرارگرفته,1
کدچیکه,1
بهترینند,1
assuse,1
بیخودیه,1
gs60,1
دیدم‌,1
شگرفیه,1
اینع,1
ور,1
بیش,1
توجهیه,1
عقلیه,1
بشوید,1
Asus,1
گذینس,1
می‌خورد,1
VS,1
بشینین,1
اکثر,1
کلاکینگ,1
آاترابوکه,1
پرفورمنس,1
پیشنهادمیکنم,1
اوست,1
ماگفتن,1
بش,1
اذیته,1
گرافیکddr5,1
کا,1
گرفتمشا,1
مثلش,1
ایرادشه,1
العدست,1
کیبرد,1
جالبشه,1
ندونیم,1
خوبشون,1
نفهمییدیم,1
کرایسیس,1
لک,1
سروصدا,1
39whr,1
موخه,1
لاجتیک,1
RW,1
4گیگابایت,1
دارای,1
اسمونه,1
600,1
مدیاست,1
سقط,1
بتونه,1
محسوس,1
light,1
مهندسى,1
safeو,1
corei7,1
GDDR5,1
شیییک,1
x541,1
بتراشین,1
860,1
نیافتم,1
درایور,1
u,1
عوض,1
lenovo5070,1
همراهشه,1
ربع,1
ینظیره,1
ازجمله,1
مهتر,1
پشنهاد,1
نمیخاد,1
عااااالیییییییییه,1
خوان,1
نیسم,1
همینن,1
پایینیه,1
بچگانست,1
Ark,1
روزی,1
انرژیه,1
geaforece,1
نمیرفتم,1
گیمینگgameingنیست,1
مثلا2,1
دلگرمیه,1
پارساله,1
همدیگست,1
گیمینگه,1
بازدهه,1
سریه,1
55GHz,1
512GB,1
840,1
ننماید,1
Fn,1
ولیعصر,1
بایت,1
جلوترن,1
backlightداره,1
کنیین,1
شبانه,1
m970,1
خواهید,1
رغیب,1
کانفیگه,1
کربلایی,1
Skylake,1
توشیباست,1
شِیرمیکنه,1
قیمش,1
Siemens,1
تعداد,1
کیپورد,1
کامپیوترش,1
ترشه,1
لباس,1
نمیارتش,1
متاسم,1
80SR002SUS,1
موفق‌باشید,1
مرخرفه,1
Bهستم,1
سلولی,1
بلیزارد,1
گزینه‌هاست,1
زیادنمیشه,1
مشخصاته,1
اینطورن,1
نمایندگیش,1
زیادشه,1
ورمیداره,1
ازم,1
هرچیز,1
همیشگی,1
dogs2,1
برنگرده,1
تربخریدباتشکر,1
نمشه,1
هربازی,1
نازه,1
سالمند,1
بهترباشد,1
گه,1
انشا,1
😀,1
زیباتروشیکتره,1
نمیدونیم,1
شد‌,1
داشت‌,1
پیروز,1
آزمونی,1
مخاطب,1
جیفورس,1
7700,1
امکاناتشون,1
دارابودن4هسته,1
76pa,1
انتظارنداشتم,1
برادرم,1
تاچپدشم,1
اطراف,1
k4,1
ارحیم,1
y3II,1
88٪,1
ایفا,1
لی,1
لنووبخرید,1
طهماسبی,1
I7,1
میکنه»,1
هنوز‌عالیه,1
پرمصرف,1
برنخوردید,1
بدونند,1
اختصاصی,1
مینویسد,1
سرنوشت,1
برداشتن,1
جزوات,1
تعمیرشه,1
ارتباطات,1
مطمعنم,1
فاقداونه,1
رمش3گیگ,1
مشخصاتش,1
زشتییه,1
نمیپذیره,1
قراره,1
مینکه,1
بچمارکش60,1
خوردناس,1
میپیوندم,1
معایبه,1
غبارو,1
ضعفتره,1
اشباع,1
شارژرشه,1
زاپیا,1
کجه,1
باشه‌,1
زیبا‌کرده,1
میخواهیدبزارید,1
3GB,1
سیاهش,1
دااره,1
تاس,1
cat4,1
روگرفتم,1
شکوندی,1
قدیمیتما,1
شخصا,1
دیقه,1
افزارشون,1
5xهست,1
عریضه,1
یوتیوبه,1
کارگاه,1
IP67هستش,1
5ساعت,1
دانلودمسنجر,1
خوله,1
موافق=لایک,1
وغیر,1
A32016,1
خریداریش,1
نانومتری,1
بدنیست,1
45fps,1
رمشون,1
4Gاندروید5,1
بسنجیم,1
بشینم,1
Syndicate,1
مانیتور,1
نوعیه,1
مواقع,1
اینطوریند,1
راد,1
اولترا,1
علیرضا,1
ادوبی,1
of,1
آمدم,1
xp,1
نمیشناسد,1
پتو,1
FPGA,1
میشکه,1
کیند,1
TAB,1
darksouls,1
بیاین,1
بشنوین,1
خوانا,1
مشکلاتی,1
خردیم,1
ّعالیه,1
آدمو,1
قراربدین,1
نمیدارد,1
باگرافیکیه,1
javid,1
سلولیه,1
4GB,1
DDr4,1
فریمه,1
پین,1
Disk,1
elite,1
آلیست,1
اسماعیلی,1
میبندم,1
پرسیدن,1
لپ,1
راحتترم,1
ولیییییییییییییییی,1
تابشو,1
gn3,1
اروم,1
خیلیه,1
هتسش,1
DDRچنده,1
اخرشه,1
بخریما,1
میگردین,1
مضاعف,1
1287مگابایت,1
اجرایی,1
داشتمم,1
متن,1
هووووف,1
کوتاهه,1
میخرمت,1
هممممممم,1
کالاگرفتم,1
میدونند,1
کپیست,1
ایکسه,1
امنه,1
بشویم,1
زدند,1
کاناداییه,1
میزاشتند,1
مشتیه,1
منظر,1
مونیم,1
میلتونه,1
proبگیرید,1
استثناست,1
SM951,1
کننئ,1
HQ,1
ساپورتن,1
ندش,1
بچسبون,1
قیمتِ,1
فیلمه,1
مندشه,1
مطمئنا,1
الومینیوم,1
دردسره,1
سراغ,1
تکی,1
انها,1
شارژره,1
cubase,1
ووفر,1
کارست,1
کرک,1
رودیدم,1
مواردی,1
مسائل,1
ننشست,1
ساتای3,1
علت,1
هالیوودی,1
میدونستن,1
ورد,1
تانگو,1
اپدیته,1
16باشه,1
233ppi,1
ستونی,1
میگیریمش,1
افتم,1
220ندیدم,1
تماااام,1
443عالیه,1
یواش,1
بلااستفادس,1
مذکور,1
دورکنند,1
نامناسبه,1
بینیم,1
خونگى,1
پشتى,1
نخوری,1
autocad,1
نازیباست,1
5بگیرم,1
بالاهه,1
مگاست,1
سامسونگیم,1
نیته,1
خریدکنیم,1
ازبچها,1
کننه,1
بزرگن,1
بایدبخرمش,1
روگذاشتن,1
رسیدنشم,1
رایگانه,1
واش,1
ارنا,1
موجودبشن,1
دربازار,1
اور,1
ترکیده,1
ننویسین,1
دکرد,1
دیگران,1
بازارم,1
نیست£,1
کرال,1
فراخوان,1
سابقه,1
پرداخته,1
80000هست,1
نگم,1
مشتریشم,1
